Domain,Phylum,Class,Order,Family,Genus,Species
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus mobilis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus montanisoli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus montaniterrae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus monticola
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus motobuensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus mucilaginosus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus nanensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus naphthalenovorans
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus nasutitermitis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus nebraskensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus nematophilus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus nicotianae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus nuruki
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus oceani
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus oceanisediminis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus odorifer
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus oenotherae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus oleatilyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus oralis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus oryzae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus oryzisoli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus ottowii
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pabuli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus paeoniae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus panacihumi
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus panacisoli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus panaciterrae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus paridis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pasadenensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pectinilyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus peoriae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus periandrae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus phocaensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus phoenicis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus phyllosphaerae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus physcomitrellae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus phytohabitans
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus phytorum
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pinesoli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pini
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pinihumi
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pinisoli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pinistramenti
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus piri
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus piscarius
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus plantarum
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus planticolens
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus plantiphilus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pocheonensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus polysaccharolyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus popilliae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus populi
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus profundus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus prosopidis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus protaetiae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus provencensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pseudetheri
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus psychroresistens
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus puerhi
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pueri
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus puernese
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus puldeungensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus pulvifaciens
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus purispatii
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus qingshengii
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus qinlingensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus quercus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus radicibacter
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus radicis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus relictisesami
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus residui
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus rhizolycopersici
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus rhizophilus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus rhizoplanae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus rhizoryzae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus rhizosphaerae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus rhizovicinus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus rigui
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus riograndensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus ripae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus roseus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus rubinfantis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sabinae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sabuli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sacheonensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus salinicaeni
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sambharensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sanguinis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sedimenti
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sediminis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus segetis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus selenii
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus selenitireducens
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus senegalensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus senegalimassiliensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus seodonensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus septentrionalis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sepulcri
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus shenyangensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus shirakamiensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus shunpengii
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus siamensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus silagei
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus silvae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus silvestris
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sinensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sinopodophylli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus solanacearum
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus solani
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus soli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus solisilvae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sonchi
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sophorae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus soyae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus sputi
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus stellifer
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus susongensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus swuensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus taichungensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus taihuensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus taiwanensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus taohuashanense
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tarimensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus telluris
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tengchongensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tepidiphilus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus terrae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus terreus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus terricola
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus terrigena
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tezpurensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus thailandensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus thalictri
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus thermoaerophilus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus thermophilus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus thiaminolyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tianjinensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tianmuensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tibetensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus timonensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus translucens
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tritici
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus triticisoli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tuaregi
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tumbae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tundrae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus turicensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus turpanensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tylopili
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus typhae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tyraminigenes
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tyrfis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus uliginis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus urinalis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus validus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus vietnamensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus vini
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus vortex
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus vulneris
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus wenxiniae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus wooponensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus woosongensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus wulumuqiensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus wynnii
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xanthanilyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xanthinilyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xerothermodurans
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xinjiangensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xylanexedens
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xylaniclasticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xylanilyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xylanisolvens
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus xylanivorans
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus yanchengensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus yonginensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus yunnanensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus yunnanensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus zanthoxyli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus zeae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus zeisoli
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paludirhabdus,Paludirhabdus pumila
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paludirhabdus,Paludirhabdus telluriireducens
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Saccharibacillus,Saccharibacillus alkalitolerans
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Saccharibacillus,Saccharibacillus brassicae
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Saccharibacillus,Saccharibacillus deserti
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Saccharibacillus,Saccharibacillus endophyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Saccharibacillus,Saccharibacillus kuerlensis
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Saccharibacillus,Saccharibacillus qingshengii
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Saccharibacillus,Saccharibacillus sacchari
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Thermobacillus,Thermobacillus composti
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Thermobacillus,Thermobacillus xylanilyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Xylanibacillus,Xylanibacillus composti
Bacteria,Bacillota,Bacilli,Caryophanales,Pasteuriaceae,Pasteuria,Pasteuria hartismeri
Bacteria,Bacillota,Bacilli,Caryophanales,Pasteuriaceae,Pasteuria,Pasteuria nishizawae
Bacteria,Bacillota,Bacilli,Caryophanales,Pasteuriaceae,Pasteuria,Pasteuria penetrans
Bacteria,Bacillota,Bacilli,Caryophanales,Pasteuriaceae,Pasteuria,Pasteuria ramosa
Bacteria,Bacillota,Bacilli,Caryophanales,Pasteuriaceae,Pasteuria,Pasteuria thornei
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Caenibacillus,Caenibacillus caldisaponilyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Pullulanibacillus,Pullulanibacillus camelliae
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Pullulanibacillus,Pullulanibacillus naganoensis
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Pullulanibacillus,Pullulanibacillus pueri
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Pullulanibacillus,Pullulanibacillus uraniitolerans
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Scopulibacillus,Scopulibacillus cellulosilyticus
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Scopulibacillus,Scopulibacillus daqui
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Scopulibacillus,Scopulibacillus darangshiensis
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus dextrus
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus inulinus
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus kofuensis
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus lactosus
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus laevolacticus
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus mangiferae
Bacteria,Bacillota,Bacilli,Caryophanales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus nakayamae
